Time,Gap,X,Y,Code
14.88333333,1.683333333,1416.155756,64.3560812,StructureFire
0.8,9.916666667,1410.739088,48.7878944,Code1Medical
1.183333333,0.383333333,1410.34136,55.2841086,Code3Med
9.283333333,8.1,1416.98909,64.39396,Code3Med
11.08333333,1.8,1410.511815,59.4128978,Code3Med
12,0.916666667,1417.026969,62.5378988,Code3Med
12.9,0.9,1411.553482,48.3712276,Code3Med
13.91666667,1.016666667,1414.14818,62.5189594,Code3Trauma
15.76666667,1.85,1417.61409,66.9697184,Transport
16.91666667,1.15,1416.155756,64.5075964,StructureFire
17.48333333,0.566666667,1414.659544,64.5075964,MVA
18.41666667,0.933333333,1416.477726,65.625021,Code3Trauma
3.383333333,8.966666667,1413.125452,62.7272928,Code3Med
4.416666667,1.033333333,1411.496664,63.1250202,Code3Trauma
11.43333333,7.016666667,1417.29212,62.9924444,Code1Medical
13.18333333,1.75,1415.739089,63.6932022,MVA
13.9,0.716666667,1417.31106,64.488657,MVA
14.55,0.65,1416.174696,64.8485056,Code3Trauma
15.88333333,1.333333333,1416.231514,63.9015356,Code1Medical
16.88333333,1,1417.727726,66.8182032,Code3Med
18.5,1.616666667,1417.557272,66.2879,Code3Med
20.96666667,2.466666667,1417.140605,66.0227484,Code3Med
21.1,0.133333333,1417.538332,65.9848696,MVA
22.58333333,1.483333333,1416.326211,63.9583538,Code3Med
11.16666667,12.58333333,1416.98909,64.299263,Code3Med
11.96666667,0.8,1414.223937,63.8636568,Other
13.75,1.783333333,1410.739088,48.7878944,Code3Med
15.2,1.45,1417.61409,66.9697184,Transport
17.43333333,2.233333333,1419.413333,57.2538062,Code3Med
17.96666667,0.533333333,1416.288332,64.3560812,Code1Medical
18.05,0.083333333,1418.068636,66.666688,Code3Med
19.55,1.5,1416.97015,63.9962326,Code3Med
20.05,0.5,1401.269388,53.5606232,MVA
21.88333333,1.833333333,1415.682271,65.0000208,VehicleFire
23.76666667,1.883333333,1417.992878,65.9848696,Code3Med
23.9,0.133333333,1417.803484,66.7992638,Code3Trauma
0.283333333,0.383333333,1415.871665,65.8901726,Code3Med
9.416666667,9.133333333,1416.098938,64.3560812,Code1Medical
10.1,0.683333333,1416.061059,66.4583546,Code3Med
11.71666667,1.616666667,1415.739089,65.0000208,StructureFire
11.86666667,0.15,1416.97015,63.9962326,Code3Med
11.9,0.033333333,1416.02318,66.7803244,Code3Med
12.38333333,0.516666667,1416.97015,64.2424448,Code3Med
16.9,4.516666667,1419.621666,62.8030504,Code3Med
18.18333333,1.283333333,1414.223937,63.8636568,Code3Trauma
20.53333333,2.35,1416.875453,63.0113838,Code3Trauma
20.56666667,0.033333333,1416.98909,64.2235054,Code3Med
21.6,1.033333333,1416.250453,64.7916874,StructureFire
22.76666667,1.166666667,1418.88303,51.4772892,Code3Med
23.88333333,1.116666667,1412.178482,62.878808,Code3Med
1.1,1.216666667,1418.049696,66.6098698,Code3Med
3.883333333,2.783333333,1413.049695,62.8598686,Code3Med
6.35,2.466666667,1414.223937,63.8636568,Code3Med
8.116666667,1.766666667,1411.648179,62.8409292,Code1Medical
11.58333333,3.466666667,1416.723938,62.8409292,Code3Trauma
13.88333333,2.3,1417.992878,65.9848696,StructureFire
18.45,4.566666667,1417.083787,66.003809,Code3Trauma
19.68333333,1.233333333,1417.29212,68.3144158,Fire
20.63333333,0.95,1417.064847,64.204566,Code3Med
21.61666667,0.983333333,1412.367876,62.7272928,Code3Med
23.81666667,2.2,1415.038332,62.9924444,Code3Med
23.85,0.033333333,1417.727726,66.8182032,Code1Medical
0.183333333,0.333333333,1416.079999,64.3750206,Code3Med
1.366666667,1.183333333,1417.121666,64.3371418,StructureFire
3.166666667,1.8,1411.572421,74.8863876,Code3Med
10.61666667,7.45,1416.004241,64.3750206,Code3Med
10.73333333,0.116666667,1416.212574,66.003809,Code3Med
11.18333333,0.45,1417.61409,66.9697184,Transport
11.38333333,0.2,1417.595151,66.950779,Code3Med
11.76666667,0.383333333,1416.383029,64.3560812,StructureFire
14.25,2.483333333,1415.833786,60.3030496,Transport
14.73333333,0.483333333,1419.50803,73.579569,Code3Med
15.1,0.366666667,1416.856514,65.7954756,Code3Trauma
15.45,0.35,1415.985302,64.7159298,Code3Med
17.4,1.95,1416.36409,64.6212328,Code3Med
17.83333333,0.433333333,1416.932272,64.583354,Code3Med
18.96666667,1.133333333,1417.235302,64.299263,StructureFire
20.26666667,1.3,1417.61409,64.3182024,Code1Medical
21.21666667,0.95,1416.856514,66.3068394,Code3Med
21.78333333,0.566666667,1416.648181,64.3371418,Code3Med
3.45,5.666666667,1416.439847,65.530324,Code3Trauma
6.733333333,3.283333333,1417.405757,65.9848696,StructureFire
8.383333333,1.65,1417.633029,66.9886578,Code3Med
8.966666667,0.583333333,1415.758029,63.068202,Code3Trauma
10.36666667,1.4,1408.561057,73.6932054,Code3Med
10.93333333,0.566666667,1416.515605,65.625021,Code3Med
11.7,0.766666667,1418.011817,66.571991,Code3Med
11.8,0.1,1417.91712,66.5341122,Code3Med
12.28333333,0.583333333,1414.77318,63.1818384,Code3Med
12.88333333,0.6,1416.515605,64.6591116,Code1Medical
14.6,1.716666667,1416.761817,65.1325966,Code3Med
16.83333333,2.233333333,1415.038332,62.9924444,Code3Trauma
18.8,1.966666667,1416.477726,64.3560812,Code1Medical
20.43333333,1.633333333,1407.083784,58.2007762,Code3Med
23.61666667,3.183333333,1418.201211,68.2954764,Code3Trauma
4.3,4.683333333,1416.591362,64.5644146,Code3Med
6.466666667,2.166666667,1417.61409,66.9697184,Transport
10.18333333,3.716666667,1417.992878,65.9848696,Code3Med
10.25,0.066666667,1417.61409,66.9697184,Transport
12.11666667,1.866666667,1415.985302,64.7159298,Code3Med
17.01666667,4.9,1417.216363,64.2613842,Code3Med
19.45,2.433333333,1412.140603,64.204566,Code3Med
19.85,0.4,1417.216363,64.2803236,Code3Trauma
1.366666667,5.516666667,1414.394392,63.3901718,Code3Med
2.566666667,1.2,1417.178484,64.3371418,Other
9.183333333,6.616666667,1414.621665,63.1060808,Code3Med
10.18333333,1,1417.216363,64.2613842,StructureFire
10.66666667,0.483333333,1415.985302,64.0341114,Code1Medical
10.91666667,0.25,1415.09515,63.5038082,StructureFire
16.93333333,6.016666667,1417.91712,66.5341122,Code3Med
17.83333333,0.9,1415.038332,62.9924444,Code3Trauma
20.23333333,2.4,1415.814847,66.666688,Code3Trauma
20.31666667,0.083333333,1417.254241,66.8371426,Code1Medical
20.55,0.233333333,1417.235302,64.2803236,Code3Med
23.33333333,2.783333333,1412.822422,62.8409292,Code3Med
1.7,2.366666667,1416.401968,64.5075964,Code1Medical
2.883333333,1.183333333,1415.776968,64.7916874,Code3Med
7.433333333,4.55,1415.644392,66.3447182,Fire
7.75,0.316666667,1415.776968,64.7916874,Code3Med
8.366666667,0.616666667,1416.856514,64.1288084,Code3Med
9.516666667,1.15,1416.117877,66.3447182,Code3Med
11.06666667,1.55,1414.981513,62.9924444,Code3Med
15.38333333,4.316666667,1417.462575,65.9848696,Code3Med
16.13333333,0.75,1416.610302,68.2954764,Fire
16.51666667,0.383333333,1418.86409,68.7121432,MVA
19.15,2.633333333,1417.178484,65.909112,Code1Medical
21.45,2.3,1417.121666,64.9242632,Code3Med
0.9,3.45,1409.261815,63.257596,Code3Med
6.466666667,5.566666667,1411.004239,62.9356262,MVA
7.233333333,0.766666667,1416.231514,63.7121416,MVA
9.383333333,2.15,1417.61409,66.9697184,Transport
11.5,2.116666667,1414.659544,64.6969904,Code3Med
11.91666667,0.416666667,1412.443634,62.7272928,Code3Trauma
12.2,0.283333333,1415.890605,63.0113838,Code3Med
12.63333333,0.433333333,1416.837575,64.962142,Code3Med
15.65,3.016666667,1419.413333,67.2538094,Code3Med
15.86666667,0.216666667,1414.867877,62.9356262,Code3Trauma
16.71666667,0.85,1417.121666,64.015172,Code3Med
18.86666667,2.15,1416.004241,64.5265358,Code3Trauma
18.9,0.033333333,1419.18606,63.9962326,Fire
19,0.1,1415.038332,62.9924444,Code3Trauma
20.01666667,1.016666667,1417.026969,62.5378988,Code3Med
20.33333333,0.316666667,1416.079999,64.3750206,Code1Medical
21.05,0.716666667,1415.133029,50.5303192,Code3Med
22.23333333,1.183333333,1414.640604,63.8068386,Code3Med
22.7,0.466666667,1416.515605,65.625021,Code3Med
22.98333333,0.283333333,1417.064847,62.0454744,Other
0.7,1.716666667,1417.083787,64.39396,Code3Med
3.833333333,3.133333333,1417.140605,65.8901726,Code3Med
6.033333333,2.2,1418.674696,65.909112,Code3Med
6.133333333,0.1,1418.674696,65.909112,Code3Med
11.16666667,5.033333333,1415.09515,63.825778,Code3Med
13.21666667,2.05,1416.117877,64.7348692,Code3Med
18.33333333,5.116666667,1417.064847,64.204566,Code3Med
23.53333333,5.2,1416.174696,64.8485056,Code1Medical
3.15,3.616666667,1417.879242,66.5341122,Code3Med
8.25,5.1,1416.951211,64.9432026,StructureFire
8.85,0.6,1414.223937,63.8636568,Code3Med
9.45,0.6,1408.333784,60.0568374,Code3Med
11.36666667,1.916666667,1414.981513,62.9924444,StructureFire
12.4,1.033333333,1417.045908,64.867445,StructureFire
13.9,1.5,1416.534544,67.897749,Fire
16.65,2.75,1416.174696,64.8485056,Code3Med
17.95,1.3,1416.307271,64.8485056,Code3Trauma
18.51666667,0.566666667,1416.894393,63.1250202,Code3Med
18.52,0.003333333,1411.6103,47.159106,Code3Med
21.73333333,3.216666667,1409.053481,66.1363848,Code3Trauma
2.6,4.866666667,1415.473938,65.3219906,Code3Med
8.383333333,5.783333333,1417.121666,64.9242632,Other
10.73333333,2.35,1417.91712,66.5341122,Code3Med
12.15,1.416666667,1411.401967,62.8598686,Code3Med
13.08333333,0.933333333,1416.136817,66.3447182,MVA
14.01666667,0.933333333,1417.083787,66.003809,Code1Medical
14.53333333,0.516666667,1400.019387,52.367441,Code3Trauma
2,11.46666667,1416.307271,64.1666872,Code3Med
2.816666667,0.816666667,1416.761817,61.9128986,Code3Med
10.03333333,7.216666667,1417.026969,62.2538078,Code3Med
11.66666667,1.633333333,1417.538332,65.9848696,Code3Trauma
14.75,3.083333333,1416.553484,64.8863844,Code3Med
16.35,1.6,1412.216361,62.8030504,MVA
17.53333333,1.183333333,1415.758029,64.3750206,Fire
17.55,0.016666667,1416.174696,64.8485056,Code3Med
17.96666667,0.416666667,1417.61409,66.9697184,Transport
18.06666667,0.1,1417.670908,68.9015372,Fire
1.066666667,7,1416.572423,64.5454752,Code3Trauma
1.7,0.633333333,1416.193635,65.0189602,Code1Medical
7.283333333,5.583333333,1419.773182,64.583354,Code3Trauma
9.583333333,2.3,1417.405757,65.719718,Code3Trauma
9.916666667,0.333333333,1417.992878,65.9848696,StructureFire
10.9,0.983333333,1419.148181,64.2235054,Code3Med
11.3,0.4,1416.36409,64.772748,StructureFire
11.31666667,0.016666667,1417.708787,67.0833548,Code3Med
12.91666667,1.6,1417.178484,65.909112,Code3Med
14.78333333,1.866666667,1417.93606,66.3447182,Code3Med
18.83333333,4.05,1414.678483,63.2007778,Code3Med
20.43333333,1.6,1415.985302,64.7159298,Code3Med
20.63333333,0.2,1417.026969,62.5378988,Code3Med
23.15,2.516666667,1416.951211,62.405323,Other
1.133333333,1.983333333,1417.216363,64.2803236,Code3Med
4.783333333,3.65,1416.704999,62.878808,Code3Med
9.5,4.716666667,1416.951211,62.405323,Code3Med
11.1,1.6,1417.178484,65.909112,Code3Med
11.93333333,0.833333333,1417.159544,67.6515368,Fire
13.13333333,1.2,1411.93227,50.6250162,Code3Trauma
16.36666667,3.233333333,1414.981513,63.1060808,Code3Trauma
18.46666667,2.1,1417.651969,69.6591132,Code3Med
18.5,0.033333333,1418.88303,51.4772892,Code3Med
19.61666667,1.116666667,1415.776968,64.7916874,Code3Trauma
19.8,0.183333333,1410.511815,62.4621412,EMS
21.08333333,1.283333333,1417.026969,62.5378988,Other
23.06666667,1.983333333,1417.197423,64.488657,Code3Trauma
23.1,0.033333333,1416.079999,64.3750206,StructureFire
23.63333333,0.566666667,1417.140605,63.068202,Code3Med
8.266666667,8.633333333,1417.235302,66.477294,Code1Medical
10.3,2.033333333,1417.367878,63.2954748,Code3Med
10.93333333,0.633333333,1417.216363,65.7007786,Code3Med
12.65,1.716666667,1417.61409,66.9697184,Transport
13.95,1.3,1416.704999,62.878808,Code3Med
14.41666667,0.466666667,1416.326211,60.60608,StructureFire
16.63333333,2.216666667,1415.72015,65.151536,Code3Med
17.45,0.816666667,1415.871665,63.2007778,Code1Medical
20.66666667,3.216666667,1417.367878,64.6212328,Code3Trauma
20.68333333,0.016666667,1412.159543,62.8030504,Other
21.7,1.016666667,1416.250453,64.7916874,StructureFire
1.35,3.65,1416.36409,65.0757784,Code1Medical
1.783333333,0.433333333,1416.477726,65.9659302,Code3Med
2.15,0.366666667,1409.432269,64.9053238,Code3Med
4.483333333,2.333333333,1416.66712,64.0909296,Code1Medical
6.6,2.116666667,1417.121666,64.3371418,Code3Med
7.3,0.7,1411.837573,49.4128946,Code3Med
8.116666667,0.816666667,1417.500454,66.9886578,VehicleFire
9.133333333,1.016666667,1414.223937,63.8636568,Code3Med
10.13333333,1,1412.443634,63.6742628,Code3Med
11.31666667,1.183333333,1417.121666,64.9242632,StructureFire
11.83333333,0.516666667,1417.61409,66.9697184,Transport
13.5,1.666666667,1417.61409,66.9697184,Transport
17.41666667,3.916666667,1416.174696,64.8485056,Code3Med
18.78333333,1.366666667,1416.97015,64.7159298,Code1Medical
20.93333333,2.15,1413.485301,46.8560756,EMS
22.55,1.616666667,1415.454998,66.3068394,Code1Medical
7.366666667,8.816666667,1416.36409,65.0757784,Code3Trauma
9.1,1.733333333,1417.91712,66.5341122,Code3Med
10.95,1.85,1416.269393,64.6591116,Code3Trauma
13.58333333,2.633333333,1416.856514,64.4318388,MVA
16.83333333,3.25,1417.91712,66.5341122,Transport
17.51666667,0.683333333,1417.026969,62.5378988,Code3Med
19.11666667,1.6,1417.121666,64.9242632,Code3Med
2.066666667,6.95,1416.553484,64.7538086,Other
2.25,0.183333333,1416.629241,64.5265358,Code3Trauma
3.966666667,1.716666667,1413.125452,62.7272928,Code3Med
5.1,1.133333333,1417.803484,66.7992638,Code3Med
9.733333333,4.633333333,1415.776968,64.7916874,Code3Med
11.3,1.566666667,1417.064847,65.1136572,MVA
11.83333333,0.533333333,1416.742878,61.6666864,Fire
12.36666667,0.533333333,1417.93606,66.3447182,Code3Med
13.43333333,1.066666667,1417.61409,66.9697184,Transport
22.98333333,9.55,1415.928483,66.6856274,Code3Med
0.35,1.366666667,1418.333787,68.2386582,Code3Med
0.65,0.3,1416.307271,64.8106268,Code3Med
1.483333333,0.833333333,1411.742876,48.863652,Code3Med
2.4,0.916666667,1417.178484,64.3182024,Code3Med
9.183333333,6.783333333,1412.481513,60.2841102,Code3Med
9.933333333,0.75,1417.708787,67.0833548,Transport
10.46666667,0.533333333,1417.178484,62.7462322,Code3Med
13.21666667,2.75,1411.856512,48.2386518,Code3Med
13.7,0.483333333,1417.159544,66.3636576,Code3Med
15,1.3,1417.841363,66.7803244,Code3Med
17.8,2.8,1416.269393,64.3560812,Code3Med
18.61666667,0.816666667,1415.379241,66.8750214,Code3Med
19.48333333,0.866666667,1415.663332,64.9242632,Code1Medical
20.65,1.166666667,1417.083787,64.9432026,Fire
20.86666667,0.216666667,1417.140605,64.39396,Code3Med
21.2,0.333333333,1416.174696,64.8485056,Code3Med
21.76666667,0.566666667,1417.254241,64.5075964,MVA
23.36666667,1.6,1410.739088,62.7272928,Code3Med
0.7,1.333333333,1417.93606,66.3447182,Code3Med
2.583333333,1.883333333,1415.776968,64.7916874,Code3Med
10.95,8.366666667,1417.197423,65.4924452,Other
11.15,0.2,1415.663332,61.2878984,Code3Trauma
12.4,1.25,1416.439847,65.056839,Code3Med
13.95,1.55,1417.121666,64.3182024,StructureFire
14.25,0.3,1415.739089,63.8447174,Fire
14.76666667,0.516666667,1414.621665,64.1477478,Code3Trauma
16.66666667,1.9,1416.704999,65.9659302,MVA
17.78333333,1.116666667,1417.121666,64.3182024,StructureFire
21.5,3.716666667,1412.216361,62.9545656,Code3Med
21.61666667,0.116666667,1414.811059,63.352293,Other
0.266666667,2.65,1416.97015,63.9962326,Code3Med
3.983333333,3.716666667,1416.174696,64.8485056,Code3Trauma
4.016666667,0.033333333,1416.174696,64.8485056,Code3Med
9.15,5.133333333,1404.280752,52.5189562,Code3Med
9.633333333,0.483333333,1414.223937,63.8636568,Code3Med
12.06666667,2.433333333,1409.110299,63.9772932,Code3Trauma
12.23333333,0.166666667,1418.807272,70.2462346,Code3Trauma
13.63333333,1.4,1416.894393,64.962142,Fire
14.86666667,1.233333333,1411.989088,60.795474,Code3Trauma
15.23333333,0.366666667,1417.140605,62.878808,Fire
16.91666667,1.683333333,1412.746664,62.7272928,Code3Med
17.56666667,0.65,1415.492877,66.4583546,Code3Med
20.66666667,3.1,1416.04212,66.4583546,Code3Trauma
22.33333333,1.666666667,1416.648181,65.9469908,Fire
4.683333333,6.35,1414.716362,48.011379,MVA
7.883333333,3.2,1414.583786,64.0719902,Code3Med
11.76666667,3.883333333,1419.526969,72.1401746,Code3Med
13,1.233333333,1402.576206,70.1136588,Code3Trauma
14.71666667,1.716666667,1409.337572,55.776533,Code3Med
14.91666667,0.2,1417.348938,62.405323,Code3Med
15.46666667,0.55,1417.61409,66.9697184,Transport
15.93333333,0.466666667,1417.91712,66.5341122,Code3Med
17.36666667,1.433333333,1417.61409,66.9697184,Transport
19.1,1.733333333,1416.477726,64.678051,Fire
23.11666667,4.016666667,1414.223937,63.8636568,Code3Trauma
2.65,3.533333333,1417.803484,66.7992638,StructureFire
6.833333333,4.183333333,1417.443635,62.026535,Other
7.866666667,1.033333333,1416.648181,65.2272936,Code3Med
8.166666667,0.3,1417.557272,64.9432026,Code3Trauma
10.95,2.783333333,1417.727726,66.8182032,Code1Medical
10.96666667,0.016666667,1413.125452,62.9545656,Code3Trauma
11.28333333,0.316666667,1417.61409,66.9697184,Transport
12.18333333,0.9,1417.026969,69.6212344,WildlandFire
13.48333333,1.3,1417.045908,63.9015356,Code3Trauma
14.21666667,0.733333333,1412.008028,62.9545656,Code3Med
14.76666667,0.55,1419.432272,62.9924444,StructureFire
15.51666667,0.75,1410.568633,66.4962334,StructureFire
16.76666667,1.25,1411.648179,62.8409292,EMS
18.66666667,1.9,1416.174696,64.8485056,Code1Medical
18.81666667,0.15,1417.140605,64.3750206,Code3Med
19.13333333,0.316666667,1412.443634,63.6742628,Other
19.7,0.566666667,1416.951211,62.405323,Other
21.83333333,2.133333333,1417.367878,64.6401722,Code3Med
22.5,0.666666667,1417.31106,66.0795666,Code3Med
6.083333333,7.583333333,1416.951211,62.405323,Code1Medical
7.566666667,1.483333333,1417.61409,66.9697184,Transport
8.15,0.583333333,1416.515605,63.9394144,Code1Medical
9.166666667,1.016666667,1414.223937,63.8636568,Code3Med
9.5,0.333333333,1416.686059,63.2386566,Fire
10.7,1.2,1417.367878,65.9848696,StructureFire
10.78333333,0.083333333,1418.88303,66.2500212,Fire
11.25,0.466666667,1417.61409,66.9697184,Transport
11.36666667,0.116666667,1419.659545,67.8409308,Code3Trauma
14.38333333,3.016666667,1417.727726,66.8182032,Code3Med
14.51666667,0.133333333,1417.329999,65.9848696,Other
15.75,1.233333333,1416.932272,63.4659294,MVA
16.55,0.8,1415.644392,52.6704714,Code3Trauma
17.25,0.7,1416.913332,65.4545664,Code3Med
18.75,1.5,1417.727726,66.8182032,Code3Trauma
22.5,3.75,1407.102723,58.238655,Code1Medical
0.683333333,2.183333333,1417.235302,67.8598702,Code3Med
6.583333333,5.9,1417.083787,64.3560812,StructureFire
8.033333333,1.45,1417.61409,66.9697184,Transport
9.366666667,1.333333333,1412.25424,62.4810806,Code3Med
9.583333333,0.216666667,1414.981513,62.9924444,Code3Med
9.7,0.116666667,1416.420908,65.9280514,Fire
10.6,0.9,1417.91712,66.5341122,Code3Med
14.05,3.45,1416.913332,63.2765354,Code3Trauma
14.25,0.2,1416.723938,69.0719918,Fire
15.15,0.9,1418.712575,69.791689,Fire
16.01666667,0.866666667,1417.91712,66.5341122,Transport
16.33333333,0.316666667,1417.348938,62.405323,Code3Med
19.33333333,3,1412.443634,63.6742628,Code3Med
22.85,3.516666667,1417.91712,66.5341122,Transport
7.65,8.8,1417.91712,66.5341122,Code3Med
10.43333333,2.783333333,1416.250453,64.3560812,StructureFire
15.53333333,5.1,1415.038332,62.9924444,Code3Trauma
16.16666667,0.633333333,1417.367878,65.9848696,StructureFire
16.2,0.033333333,1415.09515,63.5038082,StructureFire
16.28333333,0.083333333,1416.401968,66.2879,StructureFire
17.88333333,1.6,1417.121666,64.9242632,Code3Med
19.33333333,1.45,1416.648181,65.7765362,Code3Med
21.21666667,1.883333333,1417.500454,65.9848696,StructureFire
21.55,0.333333333,1416.36409,64.7538086,Code3Med
22.5,0.95,1417.216363,63.0492626,Code3Med
0.8,2.3,1416.174696,64.8485056,Code3Trauma
0.95,0.15,1416.155756,64.3182024,Code3Med
3.75,2.8,1416.496665,64.8106268,Fire
5.966666667,2.216666667,1416.591362,64.2803236,StructureFire
6.1,0.133333333,1416.155756,64.3182024,Code3Med
6.433333333,0.333333333,1416.477726,64.8106268,StructureFire
8.516666667,2.083333333,1417.045908,64.5265358,Code3Med
10.83333333,2.316666667,1418.163333,66.8371426,Other
12.48333333,1.65,1417.026969,62.5378988,Code3Med
17.33333333,4.85,1417.216363,64.2803236,Code1Medical
17.56666667,0.233333333,1417.159544,66.3636576,Code3Trauma
18.35,0.783333333,1415.833786,63.825778,Fire
20,1.65,1417.121666,64.3371418,Code3Trauma
21.06666667,1.066666667,1412.803482,62.8409292,StructureFire
22.16666667,1.1,1417.159544,64.1288084,Code3Med
22.63333333,0.466666667,1416.97015,63.9962326,Code1Medical
23.56666667,0.933333333,1414.678483,47.2159242,Code3Med
5.75,6.183333333,1419.602727,71.8560836,Code3Med
7.9,2.15,1415.776968,64.7916874,Code3Med
11.35,3.45,1417.93606,66.3447182,Code3Trauma
11.83333333,0.483333333,1417.91712,66.5341122,Code3Med
16.06666667,4.233333333,1419.129242,66.6098698,MVA
16.23333333,0.166666667,1415.776968,64.7916874,Code3Med
16.36666667,0.133333333,1419.261818,67.4810822,Fire
16.98333333,0.616666667,1404.186055,57.1780486,MVA
0.516666667,7.533333333,1416.496665,64.678051,StructureFire
3.316666667,2.8,1403.807267,66.4394152,Code3Med
8.1,4.783333333,1415.000453,62.9924444,Code3Trauma
11.11666667,3.016666667,1404.05348,67.9545672,MVA
12.33333333,1.216666667,1420.663333,47.1401666,Transport
12.61666667,0.283333333,1416.932272,64.015172,Code3Med
13.46666667,0.85,1416.951211,64.0719902,Code3Med
13.55,0.083333333,1417.61409,66.9697184,Transport
14.8,1.25,1393.504234,50.4924404,Code3Trauma
18.3,3.5,1416.34515,65.9848696,Code3Med
19.16666667,0.866666667,1416.591362,65.1325966,Code3Trauma
23.46666667,4.3,1415.038332,62.9924444,Code3Med
23.78333333,0.316666667,1415.038332,62.9924444,Code3Med
7.766666667,7.983333333,1414.223937,63.8636568,Code3Trauma
9.266666667,1.5,1415.038332,62.9924444,Code3Med
9.35,0.083333333,1416.496665,66.1363848,Code1Medical
9.483333333,0.133333333,1417.500454,66.9886578,Code3Med
11.73333333,2.25,1416.515605,64.3560812,Code3Med
12.01666667,0.283333333,1416.704999,63.352293,Fire
17.31666667,5.3,1415.776968,64.7916874,Code3Med
20.86666667,3.55,1416.932272,66.1553242,Fire
1.266666667,4.4,1416.629241,64.5265358,Code1Medical
6.283333333,5.016666667,1416.837575,64.204566,Code3Med
7.45,1.166666667,1420.000454,63.920475,StructureFire
8.583333333,1.133333333,1416.174696,64.8485056,Code3Med
12.58333333,4,1416.174696,64.8485056,Code3Med
13.85,1.266666667,1417.254241,65.9848696,Code3Med
15.26666667,1.416666667,1416.875453,62.973505,Code3Trauma
16.76666667,1.5,1417.235302,64.2803236,Code3Med
17.65,0.883333333,1414.242877,66.1174454,StructureFire
17.73333333,0.083333333,1416.477726,65.8522938,MVA
19.48333333,1.75,1415.038332,62.9924444,Transport
22.5,3.016666667,1417.841363,66.761385,Code3Trauma
23.45,0.95,1414.45121,61.8182016,Code3Med
1.233333333,1.783333333,1415.814847,63.2007778,Code3Med
10.41666667,9.183333333,1415.303483,65.9280514,Code3Med
10.45,0.033333333,1414.792119,63.1439596,Fire
11.71666667,1.266666667,1411.136815,48.958349,Code3Med
12.66666667,0.95,1417.329999,64.4128994,Code1Medical
13.46666667,0.8,1417.083787,64.0909296,Other
14.08333333,0.616666667,1417.31106,62.1591108,Code3Med
15.9,1.816666667,1416.875453,62.3485048,Code3Trauma
17.4,1.5,1416.496665,64.8106268,MVA
18.8,1.4,1415.871665,65.2651724,Code3Med
22.76666667,3.966666667,1416.534544,64.8295662,StructureFire
1.8,3.033333333,1416.36409,65.0757784,Code3Trauma
3.116666667,1.316666667,1416.856514,64.4318388,Code3Trauma
8.75,5.633333333,1415.41712,63.7878992,Code3Med
9.65,0.9,1415.41712,63.7878992,Code3Med
15.13333333,5.483333333,1416.401968,65.1136572,Other
16.08333333,0.95,1409.280754,66.1363848,Code3Med
16.68333333,0.6,1417.064847,65.1136572,Code1Medical
16.78333333,0.1,1417.500454,66.9886578,Transport
17.41666667,0.633333333,1417.197423,67.1022942,Code3Med
19.88333333,2.466666667,1415.663332,64.9242632,Code3Med
2.583333333,6.7,1416.742878,64.6591116,Code3Med
5.05,2.466666667,1415.038332,62.9924444,Code3Med
5.4,0.35,1416.951211,63.6174446,Fire
9.116666667,3.716666667,1416.174696,64.8485056,Code3Med
10.8,1.683333333,1412.633028,63.9772932,Code3Med
16.85,6.05,1414.621665,63.1060808,Code1Medical
