Round,Step,FirstTimeResponse,FullTimeResponse,OverWhelm,NoDispatch,TimeTaken,Cause,CauseRequirement,ActionTaken,exitCode,Emergency_Region,GreedyChoice,Action_Votes,Vehicles_Available,Number_Available,ROOT_OBJ,CONSENSUS_OBJ,ROOT_ACTION,CONSENSUS_ACTION
0,41,394.7368421,394.7368421,TRUE,TRUE,1.009,[$Code3Med],[ $Ambulance=1:],[],2,Region_1, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
0,42,394.7368421,394.7368421,TRUE,TRUE,1.557,[$Code1Medical],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
0,43,394.7368421,394.7368421,TRUE,TRUE,1.484,[$Code1Medical],[ $Ambulance=1:],[],2,Region_1, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
0,44,394.7368421,394.7368421,TRUE,TRUE,1.459,[$Code1Medical],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
0,45,394.7368421,394.7368421,TRUE,TRUE,1.132,[$Code3Trauma],[ $Ambulance=1:],[],2,Region_1, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
0,46,394.7368421,394.7368421,TRUE,TRUE,1.132,[$Code1Medical],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
0,47,394.7368421,394.7368421,TRUE,TRUE,1.091,[$Fire],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
0,48,394.7368421,394.7368421,TRUE,TRUE,1.164,[$Code1Medical],[ $Ambulance=1:],[],2,Region_1, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
0,49,394.7368421,394.7368421,TRUE,TRUE,1.154,[$Code3Trauma],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
0,50,394.7368421,394.7368421,TRUE,TRUE,1.688,[$Fire],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
0,51,394.7368421,394.7368421,TRUE,TRUE,1.458,[$Code1Medical],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
0,52,394.7368421,394.7368421,TRUE,TRUE,1.13,[$Code1Medical],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-20.59625846,-20.59625846,[],[]
0,53,394.7368421,394.7368421,TRUE,TRUE,1.205,[$Fire],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-20.18875976,-20.18875976,[],[]
0,54,394.7368421,394.7368421,TRUE,TRUE,1.475,[$Fire],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-16.9163288,-16.9163288,[],[]
0,55,394.7368421,394.7368421,TRUE,TRUE,1.785,[$Code3Med],[ $Ambulance=1:],[],2,Region_1,[$u1] : 145.6394307070625,,[$u1]:,1,-17.3742906,-17.3742906,[],[]
0,56,3.259295366,3.259295366,FALSE,FALSE,1.406,[$Fire],[ $Ambulance=1:],[dispatch($u1: $Ambulance);],2,Region_2,[$u1] : 2.064220398198934,,[$u1]:,1,-12.56072368,-12.56072368,[dispatch($u1: $Ambulance);],[dispatch($u1: $Ambulance);]
0,57,394.7368421,394.7368421,TRUE,TRUE,1.338,[$Code3Trauma],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-16.71937636,-16.71937636,[],[]
0,58,2.201993222,2.201993222,FALSE,FALSE,1.39,[$Code1Medical],[ $Ambulance=1:],[dispatch($u1: $Ambulance);],2,Region_2,[$u1] : 1.394595706972737,,[$u1]:,1,-12.99735317,-12.99735317,[dispatch($u1: $Ambulance);],[dispatch($u1: $Ambulance);]
0,59,394.7368421,394.7368421,TRUE,TRUE,1.342,[$Code1Medical],[ $Ambulance=1:],[],2,Region_1, : 1.0E7,,,0,-16.02563717,-16.02563717,[],[]
0,60,123.9923664,123.9923664,FALSE,FALSE,1.623,[$Code3Med],[ $Ambulance=1:],[dispatch($u1: $Ambulance);],2,Region_1,[$u1] : 144.6577607448446,,[$u1]:,1,-21.80338148,-17.32078974,[dispatch($u1: $Ambulance);],[]
0,61,394.7368421,394.7368421,TRUE,TRUE,1.199,[$Code1Medical],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
0,62,394.7368421,394.7368421,TRUE,TRUE,1.222,[$Code1Medical],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
0,63,394.7368421,394.7368421,TRUE,TRUE,1.216,[$Code1Medical],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
0,64,394.7368421,394.7368421,TRUE,TRUE,1.233,[$Fire],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
0,65,394.7368421,394.7368421,TRUE,TRUE,1.252,[$Code3Trauma],[ $Ambulance=1:],[],2,Region_1, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
0,66,394.7368421,394.7368421,TRUE,TRUE,1.254,[$Code3Med],[ $Ambulance=1:],[],2,Region_1, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
0,67,394.7368421,394.7368421,TRUE,TRUE,1.293,[$Code3Trauma],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
0,68,394.7368421,394.7368421,TRUE,TRUE,1.279,[$Fire],[ $Ambulance=1:],[],2,Region_1, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
0,69,394.7368421,394.7368421,TRUE,TRUE,1.306,[$Fire],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
0,70,394.7368421,394.7368421,TRUE,TRUE,1.318,[$Code1Medical],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
0,71,394.7368421,394.7368421,TRUE,TRUE,1.318,[$Code3Med],[ $Ambulance=1:],[],2,Region_1, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
0,72,394.7368421,394.7368421,TRUE,TRUE,1.372,[$Code1Medical],[ $Ambulance=1:],[],2,Region_1, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
0,73,394.7368421,394.7368421,TRUE,TRUE,1.35,[$Code1Medical],[ $Ambulance=1:],[],2,Region_1, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
0,74,394.7368421,394.7368421,TRUE,TRUE,1.406,[$Fire],[ $Ambulance=1:],[],2,Region_1, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
0,75,394.7368421,394.7368421,TRUE,TRUE,1.365,[$Code1Medical],[ $Ambulance=1:],[],2,Region_1, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
0,76,394.7368421,394.7368421,TRUE,TRUE,1.404,[$Fire],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
0,77,394.7368421,394.7368421,TRUE,TRUE,1.424,[$Code1Medical],[ $Ambulance=1:],[],2,Region_1, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
0,78,394.7368421,394.7368421,TRUE,TRUE,1.443,[$Code1Medical],[ $Ambulance=1:],[],2,Region_1, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
0,79,394.7368421,394.7368421,TRUE,TRUE,1.411,[$Code3Med],[ $Ambulance=1:],[],2,Region_1, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
0,80,394.7368421,394.7368421,TRUE,TRUE,1.444,[$Code3Med],[ $Ambulance=1:],[],2,Region_1, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
0,81,394.7368421,394.7368421,TRUE,TRUE,1.476,[$Code3Trauma],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
0,82,394.7368421,394.7368421,TRUE,TRUE,1.484,[$Fire],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
0,83,394.7368421,394.7368421,TRUE,TRUE,1.503,[$Code3Trauma],[ $Ambulance=1:],[],2,Region_1, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
0,84,394.7368421,394.7368421,TRUE,TRUE,1.524,[$Code3Trauma],[ $Ambulance=1:],[],2,Region_1, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
0,85,394.7368421,394.7368421,TRUE,TRUE,1.515,[$Code1Medical],[ $Ambulance=1:],[],2,Region_1, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
0,86,394.7368421,394.7368421,TRUE,TRUE,1.513,[$Code1Medical],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
0,87,394.7368421,394.7368421,TRUE,TRUE,1.528,[$Fire],[ $Ambulance=1:],[],2,Region_1, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
0,88,394.7368421,394.7368421,TRUE,TRUE,1.532,[$Code1Medical],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
0,89,394.7368421,394.7368421,TRUE,TRUE,1.605,[$Code3Med],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
0,90,394.7368421,394.7368421,TRUE,TRUE,1.596,[$Code3Trauma],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
0,91,394.7368421,394.7368421,TRUE,TRUE,1.715,[$Code3Trauma],[ $Ambulance=1:],[],2,Region_1, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
0,92,394.7368421,394.7368421,TRUE,TRUE,1.724,[$Code1Medical],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
0,93,394.7368421,394.7368421,TRUE,TRUE,1.848,[$Code1Medical],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
0,94,394.7368421,394.7368421,TRUE,TRUE,1.883,[$Fire],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
0,95,394.7368421,394.7368421,TRUE,TRUE,1.994,[$Code3Trauma],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
0,96,394.7368421,394.7368421,TRUE,TRUE,1.881,[$Code1Medical],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
0,97,394.7368421,394.7368421,TRUE,TRUE,1.913,[$Code1Medical],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
0,98,394.7368421,394.7368421,TRUE,TRUE,1.909,[$Code1Medical],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
0,99,394.7368421,394.7368421,TRUE,TRUE,2.017,[$Code3Med],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-21.60773853,-21.60773853,[],[]
1,0,2.210526316,2.210526316,FALSE,FALSE,0.846,[$Code1Medical],[ $Ambulance=1:],[dispatch($u1: $Ambulance);],2,Region_2,[$u1] : 1.3999999999999062,,[$u1]:,1,-13.85396814,-13.85262841,[dispatch($u1: $Ambulance);],[dispatch($u1: $Ambulance);]
1,1,394.7368421,394.7368421,TRUE,TRUE,0.615,[$Fire],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-15.62731252,-15.62731252,[],[]
1,2,4.611378553,4.611378553,FALSE,FALSE,0.693,[$Code3Med],[ $Ambulance=1:],[dispatch($u1: $Ambulance);],2,Region_2,[$u1] : 2.920539750123943,,[$u1]:,1,-11.71833106,-11.70751398,[dispatch($u1: $Ambulance);],[dispatch($u1: $Ambulance);]
1,3,394.7368421,394.7368421,TRUE,TRUE,0.673,[$Code3Trauma],[ $Ambulance=1:],[],2,Region_1, : 1.0E7,,,0,-16.26106942,-16.26106942,[],[]
1,4,3.09733257,3.09733257,FALSE,FALSE,0.771,[$Code3Med],[ $Ambulance=1:],[dispatch($u1: $Ambulance);],2,Region_2,[$u1] : 1.9616439609847234,,[$u1]:,1,-13.0166145,-13.0166145,[dispatch($u1: $Ambulance);],[dispatch($u1: $Ambulance);]
1,5,394.7368421,394.7368421,TRUE,TRUE,0.716,[$Code3Trauma],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-17.13443939,-17.13443939,[],[]
1,6,394.7368421,394.7368421,TRUE,TRUE,1.059,[$Code3Trauma],[ $Ambulance=1:],[],2,Region_1,[$u1] : 145.6601618936808,,[$u1]:,1,-17.77964145,-17.77964145,[],[]
1,7,3.05287284,3.05287284,FALSE,FALSE,0.912,[$Code3Med],[ $Ambulance=1:],[dispatch($u1: $Ambulance);],2,Region_2,[$u1] : 1.9334861320916517,,[$u1]:,1,-13.01160799,-13.00632211,[dispatch($u1: $Ambulance);],[dispatch($u1: $Ambulance);]
1,8,394.7368421,394.7368421,TRUE,TRUE,0.791,[$Code3Trauma],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-15.17091552,-15.17091552,[],[]
1,9,4.198550391,4.198550391,FALSE,FALSE,0.83,[$Code1Medical],[ $Ambulance=1:],[dispatch($u1: $Ambulance);],2,Region_2,[$u1] : 2.659081914080062,,[$u1]:,1,-13.02908011,-13.02207446,[dispatch($u1: $Ambulance);],[dispatch($u1: $Ambulance);]
1,10,394.7368421,394.7368421,TRUE,TRUE,0.762,[$Fire],[ $Ambulance=1:],[],2,Region_1, : 1.0E7,,,0,-15.62304821,-15.62304821,[],[]
1,11,394.7368421,394.7368421,TRUE,TRUE,1.136,[$Code3Trauma],[ $Ambulance=1:],[],2,Region_1,[$u1] : 146.19091509117243,,[$u1]:,1,-17.08025983,-17.08025983,[],[]
1,12,394.7368421,394.7368421,TRUE,TRUE,1.095,[$Code3Trauma],[ $Ambulance=1:],[],2,Region_1,[$u1] : 144.0895285462861,,[$u1]:,1,-16.48049171,-16.48049171,[],[]
1,13,1.717356709,1.717356709,FALSE,FALSE,0.803,[$Code3Med],[ $Ambulance=1:],[dispatch($u1: $Ambulance);],2,Region_2,[$u1] : 1.0876592491768733,,[$u1]:,1,-7.763553467,-7.763553467,[dispatch($u1: $Ambulance);],[dispatch($u1: $Ambulance);]
1,14,4.891033557,4.891033557,FALSE,FALSE,0.907,[$Code3Med],[ $Ambulance=1:],[dispatch($u1: $Ambulance);],2,Region_2,[$u1] : 3.0976545859957554,,[$u1]:,1,-14.09989735,-14.08447749,[dispatch($u1: $Ambulance);],[dispatch($u1: $Ambulance);]
1,15,394.7368421,394.7368421,TRUE,TRUE,0.87,[$Code1Medical],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-16.67352072,-16.67352072,[],[]
1,16,3.565075355,3.565075355,FALSE,FALSE,0.94,[$Code3Trauma],[ $Ambulance=1:],[dispatch($u1: $Ambulance);],2,Region_2,[$u1] : 2.257881058192318,,[$u1]:,1,-12.36277735,-12.3589688,[dispatch($u1: $Ambulance);],[dispatch($u1: $Ambulance);]
1,17,394.7368421,394.7368421,TRUE,TRUE,0.86,[$Code3Trauma],[ $Ambulance=1:],[],2,Region_1, : 1.0E7,,,0,-16.68032521,-16.68032521,[],[]
1,18,3.510607469,3.510607469,FALSE,FALSE,0.885,[$Code3Trauma],[ $Ambulance=1:],[dispatch($u1: $Ambulance);],2,Region_2,[$u1] : 2.223384730653912,,[$u1]:,1,-13.87757945,-13.8671922,[dispatch($u1: $Ambulance);],[]
1,19,394.7368421,394.7368421,TRUE,TRUE,0.87,[$Code3Trauma],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-15.62628098,-15.62628098,[],[]
1,20,4.569153671,4.569153671,FALSE,FALSE,1.062,[$Fire],[ $Ambulance=1:],[dispatch($u1: $Ambulance);],2,Region_2,[$u1] : 2.8937973248056394,,[$u1]:,1,-13.27924365,-13.27056082,[dispatch($u1: $Ambulance);],[]
1,21,394.7368421,394.7368421,TRUE,TRUE,0.879,[$Code1Medical],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-15.82228355,-15.82228355,[],[]
1,22,2.214433344,2.214433344,FALSE,FALSE,1.035,[$Fire],[ $Ambulance=1:],[dispatch($u1: $Ambulance);],2,Region_2,[$u1] : 1.4024744512008596,,[$u1]:,1,-13.19869975,-13.19659981,[dispatch($u1: $Ambulance);],[dispatch($u1: $Ambulance);]
1,23,394.7368421,394.7368421,TRUE,TRUE,0.861,[$Code3Trauma],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-15.81426824,-15.81426824,[],[]
1,24,2.374661194,2.374661194,FALSE,FALSE,0.978,[$Code3Trauma],[ $Ambulance=1:],[dispatch($u1: $Ambulance);],2,Region_2,[$u1] : 1.503952089823514,,[$u1]:,1,-13.19974965,-13.19884541,[dispatch($u1: $Ambulance);],[dispatch($u1: $Ambulance);]
1,25,394.7368421,394.7368421,TRUE,TRUE,0.96,[$Code1Medical],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-16.47020007,-16.47020008,[],[]
1,26,3.725129895,3.725129895,FALSE,FALSE,0.985,[$Fire],[ $Ambulance=1:],[dispatch($u1: $Ambulance);],2,Region_2,[$u1] : 2.3592489332126902,,[$u1]:,1,-13.22290314,-13.22116757,[dispatch($u1: $Ambulance);],[dispatch($u1: $Ambulance);]
1,27,394.7368421,394.7368421,TRUE,TRUE,0.894,[$Code3Trauma],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-15.38740463,-15.38740463,[],[]
1,28,123.4779864,123.4779864,FALSE,FALSE,1.159,[$Code3Med],[ $Ambulance=1:],[dispatch($u1: $Ambulance);],2,Region_1,[$u1] : 144.05765080904484,,[$u1]:,1,-21.79480848,-14.75216912,[dispatch($u1: $Ambulance);],[]
1,29,394.7368421,394.7368421,TRUE,TRUE,0.827,[$Code1Medical],[ $Ambulance=1:],[],2,Region_1, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
1,30,394.7368421,394.7368421,TRUE,TRUE,0.853,[$Code3Trauma],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
1,31,394.7368421,394.7368421,TRUE,TRUE,0.839,[$Code3Trauma],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
1,32,394.7368421,394.7368421,TRUE,TRUE,0.858,[$Code3Trauma],[ $Ambulance=1:],[],2,Region_1, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
1,33,394.7368421,394.7368421,TRUE,TRUE,0.888,[$Fire],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
1,34,394.7368421,394.7368421,TRUE,TRUE,0.878,[$Code1Medical],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
1,35,394.7368421,394.7368421,TRUE,TRUE,0.881,[$Code3Trauma],[ $Ambulance=1:],[],2,Region_1, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
1,36,394.7368421,394.7368421,TRUE,TRUE,0.899,[$Fire],[ $Ambulance=1:],[],2,Region_1, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
