Round,Step,FirstTimeResponse,FullTimeResponse,OverWhelm,NoDispatch,TimeTaken,Cause,CauseRequirement,ActionTaken
0,25,0.94484208,0.94484208,false,false,0.751,[$EMS],[ $Ambulance=1:],[dispatch($u5: $Ambulance);]
0,26,5.2512631800000005,394.73684208,true,false,0.758,[$Code3Trauma],[ $Engine=1:],[dispatch($u2: $Ambulance);]
0,27,4.64905266,4.64905266,false,false,0.68,[$Code3Med],[ $Ambulance=1:],[dispatch($u5: $Ambulance);]
0,28,4.52589474,4.52589474,false,false,0.748,[$Code1Medical],[ $Ambulance=1:],[dispatch($u5: $Ambulance);]
0,29,6.03442104,6.03442104,false,false,1.95,[$Code3Med],[ $Ambulance=1:],[dispatch($u5: $Ambulance);]
0,30,11.08395,11.08395,false,false,0.496,[$Code1Medical],[ $Ambulance=1:],[dispatch($u2: $Ambulance);]
0,31,4.64257896,394.73684208,true,false,0.57,[$StructureFire],[ $Engine=2: $Ladder=1: $Command=1:],[dispatch($u3: $Engine);]
0,32,10.566,10.566,false,false,0.838,[$Code3Trauma],[ $Engine=1:],[dispatch($u3: $Engine);]
0,33,2.5466842200000004,2.5466842200000004,false,false,1.052,[$Code3Med],[ $Ambulance=1:],[dispatch($u5: $Ambulance);]
0,34,5.54431578,394.73684208,true,false,0.842,[$Code3Trauma],[ $Engine=1:],[dispatch($u5: $Ambulance);]
0,35,4.96815792,4.96815792,false,false,0.699,[$Transport],[ $Ambulance=1:],[dispatch($u2: $Ambulance);]
0,36,5.65989474,5.65989474,false,false,0.635,[$Code3Med],[ $Ambulance=1:],[dispatch($u5: $Ambulance);]
0,37,2.82221052,394.73684208,true,false,0.47,[$Code3Med],[ $Ambulance=1:],[dispatch($u3: $Engine);]
0,38,7.35214284,394.73684208,true,false,0.414,[$Transport],[ $Ambulance=1:],[dispatch($u1: $Command);]
0,39,0.61657896,2.1955263,false,false,0.612,[$MVA],[ $Engine=1: $Ambulance=1:],[dispatch($u3: $Engine);: dispatch($u5: $Ambulance);]
0,40,2.7689999999999997,2.7689999999999997,false,false,0.594,[$Code1Medical],[ $Ambulance=1:],[dispatch($u5: $Ambulance);]
0,41,3.66426318,3.66426318,false,false,0.73,[$Code3Med],[ $Ambulance=1:],[dispatch($u5: $Ambulance);]
0,42,4.171578960000001,4.171578960000001,false,false,0.613,[$Code3Med],[ $Ambulance=1:],[dispatch($u5: $Ambulance);]
0,43,2.61978948,2.61978948,false,false,0.691,[$Code3Med],[ $Ambulance=1:],[dispatch($u5: $Ambulance);]
0,44,3.1504737,3.1504737,false,false,0.61,[$Code3Trauma],[ $Engine=1:],[dispatch($u3: $Engine);]
0,45,7.5265263,394.73684208,true,false,0.57,[$StructureFire],[ $Engine=2: $Ladder=1: $Command=1:],[dispatch($u1: $Command);: dispatch($u4: $Ladder);]
0,46,6.40057896,6.40057896,false,false,0.445,[$Code3Med],[ $Ambulance=1:],[dispatch($u2: $Ambulance);]
0,47,1.7670000000000001,394.73684208,true,false,0.519,[$StructureFire],[ $Engine=2: $Ladder=1: $Command=1:],[dispatch($u5: $Ambulance);]
0,48,10.864049999999999,394.73684208,true,false,0.423,[$MVA],[ $Engine=1: $Ambulance=1:],[dispatch($u4: $Ladder);]
0,49,5.4184737,5.4184737,false,false,0.546,[$Fire],[ $Engine=1:],[dispatch($u3: $Engine);]
0,50,3.8731579199999997,394.73684208,true,false,0.547,[$Fire],[ $Engine=1:],[dispatch($u5: $Ambulance);]
0,51,5.46742104,394.73684208,true,false,0.444,[$MVA],[ $Engine=1: $Ambulance=1:],[dispatch($u1: $Command);: dispatch($u4: $Ladder);]
0,52,2.52110526,5.243210520000001,false,false,0.458,[$MVA],[ $Engine=1: $Ambulance=1:],[dispatch($u2: $Ambulance);: dispatch($u3: $Engine);]
0,53,0.915,0.915,false,false,0.431,[$Code3Med],[ $Ambulance=1:],[dispatch($u5: $Ambulance);]
0,54,18.02185716,394.73684208,true,false,0.525,[$MVA],[ $Engine=1: $Ambulance=1:],[dispatch($u2: $Ambulance);: dispatch($u4: $Ladder);]
0,55,5.7685263,394.73684208,true,false,0.442,[$StructureFire],[ $Engine=2: $Ladder=1: $Command=1:],[dispatch($u1: $Command);]
0,56,2.32136844,2.32136844,false,false,0.64,[$Code3Med],[ $Ambulance=1:],[dispatch($u5: $Ambulance);]
0,57,3.83415792,3.83415792,false,false,0.55,[$Code3Med],[ $Ambulance=1:],[dispatch($u2: $Ambulance);]
0,58,4.7592631800000005,4.7592631800000005,false,false,0.508,[$Code3Med],[ $Ambulance=1:],[dispatch($u2: $Ambulance);]
0,59,3.84331578,3.84331578,false,false,0.609,[$Code3Med],[ $Ambulance=1:],[dispatch($u5: $Ambulance);]
0,60,4.5802105200000005,4.5802105200000005,false,false,0.52,[$Code3Med],[ $Ambulance=1:],[dispatch($u2: $Ambulance);]
0,61,2.67568422,2.67568422,false,false,0.675,[$Code3Med],[ $Ambulance=1:],[dispatch($u5: $Ambulance);]
0,62,5.6610000000000005,5.6610000000000005,false,false,0.681,[$Fire],[ $Engine=1:],[dispatch($u3: $Engine);]
0,63,4.46084208,4.46084208,false,false,0.72,[$Code1Medical],[ $Ambulance=1:],[dispatch($u2: $Ambulance);]
0,64,2.58615792,2.58615792,false,false,0.538,[$Code3Med],[ $Ambulance=1:],[dispatch($u5: $Ambulance);]
0,65,2.91821052,2.91821052,false,false,1.009,[$Code3Med],[ $Ambulance=1:],[dispatch($u5: $Ambulance);]
0,66,6.086842079999999,6.086842079999999,false,false,1.412,[$Code3Med],[ $Ambulance=1:],[dispatch($u2: $Ambulance);]
0,67,1.6855263,1.6855263,false,false,0.544,[$Code3Med],[ $Ambulance=1:],[dispatch($u2: $Ambulance);]
0,68,0.348,0.348,false,false,0.72,[$Transport],[ $Ambulance=1:],[dispatch($u5: $Ambulance);]
0,69,2.58078948,5.06415792,false,false,0.632,[$MVA],[ $Engine=1: $Ambulance=1:],[dispatch($u2: $Ambulance);: dispatch($u3: $Engine);]
0,70,18.040285739999998,394.73684208,true,false,0.453,[$Code3Trauma],[ $Engine=1:],[dispatch($u4: $Ladder);]
0,71,6.61594734,394.73684208,true,false,0.454,[$StructureFire],[ $Engine=2: $Ladder=1: $Command=1:],[dispatch($u1: $Command);: dispatch($u3: $Engine);]
0,72,3.10263156,3.10263156,false,false,0.463,[$Code3Med],[ $Ambulance=1:],[dispatch($u2: $Ambulance);]
0,73,6.9595263,394.73684208,true,false,0.423,[$Code3Med],[ $Ambulance=1:],[dispatch($u4: $Ladder);]
0,74,4.86426318,394.73684208,true,false,0.435,[$Code3Med],[ $Ambulance=1:],[dispatch($u3: $Engine);]
0,75,3.41636844,394.73684208,true,false,0.497,[$StructureFire],[ $Engine=2: $Ladder=1: $Command=1:],[dispatch($u1: $Command);: dispatch($u2: $Ambulance);]
0,76,0.74605266,394.73684208,true,false,0.65,[$StructureFire],[ $Engine=2: $Ladder=1: $Command=1:],[dispatch($u1: $Command);: dispatch($u2: $Ambulance);]
0,77,4.64905266,4.64905266,false,false,0.892,[$Code3Med],[ $Ambulance=1:],[dispatch($u5: $Ambulance);]
0,78,9.746142840000001,9.746142840000001,false,false,0.645,[$Code3Med],[ $Ambulance=1:],[dispatch($u2: $Ambulance);]
0,79,2.9117368200000002,394.73684208,true,false,0.459,[$Code3Med],[ $Ambulance=1:],[dispatch($u3: $Engine);]
0,80,5.318210519999999,5.318210519999999,false,false,1.546,[$EMS],[ $Ambulance=1:],[dispatch($u5: $Ambulance);]
0,81,3.75915792,3.75915792,false,false,0.725,[$Code1Medical],[ $Ambulance=1:],[dispatch($u2: $Ambulance);]
0,82,6.7043684400000005,6.7043684400000005,false,false,0.599,[$Code3Med],[ $Ambulance=1:],[dispatch($u5: $Ambulance);]
0,83,8.88214284,8.88214284,false,false,0.761,[$Code3Med],[ $Ambulance=1:],[dispatch($u2: $Ambulance);]
0,84,24.28956,24.28956,false,false,0.764,[$Code3Med],[ $Ambulance=1:],[dispatch($u2: $Ambulance);]
0,85,2.35121052,2.35121052,false,false,0.513,[$Code1Medical],[ $Ambulance=1:],[dispatch($u5: $Ambulance);]
0,86,4.35063156,4.35063156,false,false,0.635,[$Code3Med],[ $Ambulance=1:],[dispatch($u5: $Ambulance);]
0,87,1.8347368199999998,1.8347368199999998,false,false,0.518,[$Code1Medical],[ $Ambulance=1:],[dispatch($u2: $Ambulance);]
0,88,8.32414284,394.73684208,true,false,0.54,[$StructureFire],[ $Engine=2: $Ladder=1: $Command=1:],[dispatch($u1: $Command);]
0,89,3.64705266,394.73684208,true,false,0.992,[$Code3Med],[ $Ambulance=1:],[dispatch($u4: $Ladder);]
0,90,3.83415792,6.07878948,false,false,1.223,[$Other],[ $Engine=1: $Ambulance=1:],[dispatch($u2: $Ambulance);: dispatch($u3: $Engine);]
0,91,394.73684208,394.73684208,true,true,1.177,[$MVA],[ $Engine=1: $Ambulance=1:],[]
0,92,13.4319,394.73684208,true,false,0.53,[$Code3Trauma],[ $Engine=1:],[dispatch($u5: $Ambulance);]
0,93,5.65989474,5.65989474,false,false,0.739,[$Code3Med],[ $Ambulance=1:],[dispatch($u5: $Ambulance);]
0,94,3.8666842200000002,394.73684208,true,false,0.517,[$Code3Med],[ $Ambulance=1:],[dispatch($u3: $Engine);]
0,95,2.7445263,2.7445263,false,false,0.683,[$Code3Med],[ $Ambulance=1:],[dispatch($u2: $Ambulance);]
0,96,0.78221052,0.78221052,false,false,2.322,[$Code3Med],[ $Ambulance=1:],[dispatch($u5: $Ambulance);]
0,97,23.071846139999998,23.071846139999998,false,false,2.255,[$EMS],[ $Ambulance=1:],[dispatch($u2: $Ambulance);]
0,98,2.40173682,2.40173682,false,false,0.643,[$Code3Med],[ $Ambulance=1:],[dispatch($u2: $Ambulance);]
0,99,1.6013684400000001,1.6013684400000001,false,false,1.219,[$Code1Medical],[ $Ambulance=1:],[dispatch($u5: $Ambulance);]
0,100,1.8347368199999998,1.8347368199999998,false,false,1.321,[$Code1Medical],[ $Ambulance=1:],[dispatch($u2: $Ambulance);]
0,101,6.87,394.73684208,true,false,1.056,[$Code3Med],[ $Ambulance=1:],[dispatch($u4: $Ladder);]
0,102,4.61921052,394.73684208,true,false,0.751,[$Code3Trauma],[ $Engine=1:],[dispatch($u5: $Ambulance);]
0,103,4.07289474,4.07289474,false,false,0.65,[$Code3Med],[ $Ambulance=1:],[dispatch($u2: $Ambulance);]
0,104,1.35726318,1.35726318,false,false,0.82,[$Code1Medical],[ $Ambulance=1:],[dispatch($u2: $Ambulance);]
0,105,15.39424998,394.73684208,true,false,0.745,[$StructureFire],[ $Engine=2: $Ladder=1: $Command=1:],[dispatch($u1: $Command);: dispatch($u4: $Ladder);]
0,106,5.4819473400000005,5.4819473400000005,false,false,0.988,[$Code3Trauma],[ $Engine=1:],[dispatch($u3: $Engine);]
0,107,2.70663156,394.73684208,true,false,1.135,[$Code3Med],[ $Ambulance=1:],[dispatch($u3: $Engine);]
0,108,1.2134210399999998,1.2134210399999998,false,false,0.642,[$Code3Med],[ $Ambulance=1:],[dispatch($u5: $Ambulance);]
0,109,0.9911052599999999,0.9911052599999999,false,false,1.412,[$Code1Medical],[ $Ambulance=1:],[dispatch($u5: $Ambulance);]
0,110,5.86342104,5.86342104,false,false,0.712,[$Code3Med],[ $Ambulance=1:],[dispatch($u2: $Ambulance);]
0,111,6.87,394.73684208,true,false,0.531,[$Code3Med],[ $Ambulance=1:],[dispatch($u4: $Ladder);]
0,112,2.73,6.228,false,false,1.134,[$Other],[ $Engine=1: $Ambulance=1:],[dispatch($u2: $Ambulance);: dispatch($u3: $Engine);]
0,113,1.2134210399999998,1.2134210399999998,false,false,1.801,[$Code3Med],[ $Ambulance=1:],[dispatch($u5: $Ambulance);]
0,114,9.89014284,394.73684208,true,false,0.863,[$Code3Trauma],[ $Engine=1:],[dispatch($u1: $Command);]
0,115,1.7670000000000001,394.73684208,true,false,0.753,[$StructureFire],[ $Engine=2: $Ladder=1: $Command=1:],[dispatch($u5: $Ambulance);]
0,116,4.96815792,4.96815792,false,false,0.6,[$Transport],[ $Ambulance=1:],[dispatch($u2: $Ambulance);]
0,117,8.99671428,394.73684208,true,false,0.891,[$Code3Med],[ $Ambulance=1:],[dispatch($u4: $Ladder);]
0,118,8.25628572,8.25628572,false,false,0.828,[$Code3Med],[ $Ambulance=1:],[dispatch($u5: $Ambulance);]
0,119,5.631157920000001,394.73684208,true,false,0.653,[$Code3Med],[ $Ambulance=1:],[dispatch($u3: $Engine);]
0,120,4.93026318,394.73684208,true,false,0.563,[$MVA],[ $Engine=1: $Ambulance=1:],[dispatch($u1: $Command);: dispatch($u4: $Ladder);]
0,121,12.38295,17.78295,false,false,0.53,[$MVA],[ $Engine=1: $Ambulance=1:],[dispatch($u3: $Engine);: dispatch($u5: $Ambulance);]
0,122,7.56821052,394.73684208,true,false,0.546,[$Code3Med],[ $Ambulance=1:],[dispatch($u1: $Command);]
0,123,4.8877894799999995,4.8877894799999995,false,false,0.535,[$Code3Med],[ $Ambulance=1:],[dispatch($u5: $Ambulance);]
0,124,6.27315792,394.73684208,true,false,0.471,[$Code3Med],[ $Ambulance=1:],[dispatch($u4: $Ladder);]
0,125,2.4108947400000003,2.4108947400000003,false,false,0.822,[$Code1Medical],[ $Ambulance=1:],[dispatch($u5: $Ambulance);]
0,126,3.94010526,3.94010526,false,false,0.713,[$Code3Med],[ $Ambulance=1:],[dispatch($u2: $Ambulance);]
0,127,13.968,13.968,false,false,0.584,[$Code3Trauma],[ $Engine=1:],[dispatch($u3: $Engine);]
0,128,1.81026318,1.81026318,false,false,0.622,[$Transport],[ $Ambulance=1:],[dispatch($u5: $Ambulance);]
0,129,5.56073682,5.56073682,false,false,0.879,[$Code1Medical],[ $Ambulance=1:],[dispatch($u5: $Ambulance);]
0,130,5.86342104,5.86342104,false,false,3.175,[$Code3Med],[ $Ambulance=1:],[dispatch($u2: $Ambulance);]
0,131,4.76463156,4.76463156,false,false,0.605,[$Code3Med],[ $Ambulance=1:],[dispatch($u5: $Ambulance);]
0,132,2.3485263,394.73684208,true,false,0.525,[$MVA],[ $Engine=1: $Ambulance=1:],[dispatch($u3: $Engine);: dispatch($u4: $Ladder);]
0,133,24.83388,24.83388,false,false,0.71,[$Code3Med],[ $Ambulance=1:],[dispatch($u2: $Ambulance);]
0,134,2.2915262999999997,394.73684208,true,false,0.553,[$StructureFire],[ $Engine=2: $Ladder=1: $Command=1:],[dispatch($u5: $Ambulance);]
0,135,5.46742104,394.73684208,true,false,0.603,[$MVA],[ $Engine=1: $Ambulance=1:],[dispatch($u3: $Engine);: dispatch($u4: $Ladder);]
0,136,8.23414284,394.73684208,true,false,0.61,[$MVA],[ $Engine=1: $Ambulance=1:],[dispatch($u2: $Ambulance);]
0,137,7.5292105199999995,394.73684208,true,false,0.601,[$Code3Trauma],[ $Engine=1:],[dispatch($u1: $Command);]
0,138,7.60828572,7.60828572,false,false,0.535,[$Code3Med],[ $Ambulance=1:],[dispatch($u5: $Ambulance);]
0,139,1.33010526,1.33010526,false,false,0.522,[$Fire],[ $Engine=1:],[dispatch($u3: $Engine);]
0,140,5.48463156,5.48463156,false,false,0.812,[$Code3Med],[ $Ambulance=1:],[dispatch($u5: $Ambulance);]
0,141,3.3268420799999996,394.73684208,true,false,0.457,[$StructureFire],[ $Engine=2: $Ladder=1: $Command=1:],[dispatch($u2: $Ambulance);: dispatch($u5: $Ambulance);]
0,142,3.35668422,3.35668422,false,false,1.67,[$Code3Med],[ $Ambulance=1:],[dispatch($u2: $Ambulance);]
0,143,3.83415792,3.83415792,false,false,0.675,[$Code3Med],[ $Ambulance=1:],[dispatch($u2: $Ambulance);]
0,144,1.6013684400000001,1.6013684400000001,false,false,0.522,[$Code3Med],[ $Ambulance=1:],[dispatch($u5: $Ambulance);]
0,145,7.414428600000001,394.73684208,true,false,0.498,[$StructureFire],[ $Engine=2: $Ladder=1: $Command=1:],[dispatch($u1: $Command);]
0,146,3.77984208,3.77984208,false,false,0.649,[$Code3Med],[ $Ambulance=1:],[dispatch($u5: $Ambulance);]
0,147,10.566,10.566,false,false,0.566,[$Code3Trauma],[ $Engine=1:],[dispatch($u3: $Engine);]
0,148,3.9680526599999997,3.9680526599999997,false,false,0.473,[$Code1Medical],[ $Ambulance=1:],[dispatch($u2: $Ambulance);]
0,149,7.28671428,394.73684208,true,false,0.593,[$Code3Med],[ $Ambulance=1:],[dispatch($u4: $Ladder);]
0,150,3.26715792,3.26715792,false,false,0.694,[$Code3Med],[ $Ambulance=1:],[dispatch($u2: $Ambulance);]
0,151,17.30689284,17.30689284,false,false,0.52,[$Code1Medical],[ $Ambulance=1:],[dispatch($u5: $Ambulance);]
0,152,3.41636844,394.73684208,true,false,0.563,[$StructureFire],[ $Engine=2: $Ladder=1: $Command=1:],[dispatch($u1: $Command);: dispatch($u2: $Ambulance);: dispatch($u4: $Ladder);]
0,153,26.89164,26.89164,false,false,0.667,[$Code3Trauma],[ $Engine=1:],[dispatch($u3: $Engine);]
0,154,9.43014288,9.43014288,false,false,0.67,[$Code3Trauma],[ $Engine=1:],[dispatch($u3: $Engine);]
0,155,2.70015792,2.70015792,false,false,0.625,[$Code3Med],[ $Ambulance=1:],[dispatch($u2: $Ambulance);]
0,156,4.7087368199999995,6.28768422,false,false,0.623,[$Other],[ $Engine=1: $Ambulance=1:],[dispatch($u3: $Engine);: dispatch($u5: $Ambulance);]
0,157,2.7156315600000003,2.7156315600000003,false,false,0.615,[$Fire],[ $Engine=1:],[dispatch($u3: $Engine);]
0,158,1.43873682,394.73684208,true,false,0.446,[$Fire],[ $Engine=1:],[dispatch($u5: $Ambulance);]
0,159,2.31757896,2.31757896,false,false,0.557,[$Code3Med],[ $Ambulance=1:],[dispatch($u5: $Ambulance);]
0,160,1.2134210399999998,394.73684208,true,false,0.488,[$Code3Trauma],[ $Engine=1:],[dispatch($u5: $Ambulance);]
0,161,1.80489474,1.80489474,false,false,0.687,[$Code1Medical],[ $Ambulance=1:],[dispatch($u2: $Ambulance);]
0,162,0.70610526,0.70610526,false,false,0.545,[$Code3Med],[ $Ambulance=1:],[dispatch($u5: $Ambulance);]
0,163,13.0092,394.73684208,true,false,0.519,[$Code3Med],[ $Ambulance=1:],[dispatch($u4: $Ladder);]
0,164,2.87921052,2.87921052,false,false,0.73,[$Code1Medical],[ $Ambulance=1:],[dispatch($u2: $Ambulance);]
0,165,10.80045,10.80045,false,false,1.553,[$Code3Med],[ $Ambulance=1:],[dispatch($u2: $Ambulance);]
0,166,7.0517368199999995,394.73684208,true,false,0.498,[$Code3Med],[ $Ambulance=1:],[dispatch($u1: $Command);]
0,167,22.0449231,394.73684208,true,false,0.658,[$Code3Trauma],[ $Engine=1:],[dispatch($u4: $Ladder);]
0,168,13.970550000000001,13.970550000000001,false,false,0.895,[$Code3Med],[ $Ambulance=1:],[dispatch($u5: $Ambulance);]
0,169,2.7923684399999997,2.7923684399999997,false,false,0.691,[$Code3Trauma],[ $Engine=1:],[dispatch($u3: $Engine);]
0,170,4.72136844,4.72136844,false,false,1.764,[$Code3Med],[ $Ambulance=1:],[dispatch($u5: $Ambulance);]
0,171,1.89442104,5.33273682,false,false,0.928,[$VehicleFire],[ $Engine=1: $Ambulance=1:],[dispatch($u2: $Ambulance);: dispatch($u3: $Engine);]
0,172,10.566,10.566,false,false,0.798,[$Code3Trauma],[ $Engine=1:],[dispatch($u3: $Engine);]
0,173,1.2134210399999998,394.73684208,true,false,0.689,[$Code3Trauma],[ $Engine=1:],[dispatch($u5: $Ambulance);]
0,174,3.66426318,3.66426318,false,false,0.879,[$Code3Med],[ $Ambulance=1:],[dispatch($u5: $Ambulance);]
0,175,26.35344,26.35344,false,false,0.747,[$Code3Med],[ $Ambulance=1:],[dispatch($u2: $Ambulance);]
0,176,0.67626318,0.67626318,false,false,0.747,[$Code3Med],[ $Ambulance=1:],[dispatch($u5: $Ambulance);]
0,177,6.086842079999999,6.086842079999999,false,false,0.618,[$Code3Med],[ $Ambulance=1:],[dispatch($u2: $Ambulance);]
0,178,9.323142840000001,11.289299999999999,false,false,0.704,[$MVA],[ $Engine=1: $Ambulance=1:],[dispatch($u3: $Engine);: dispatch($u5: $Ambulance);]
0,179,12.86745,394.73684208,true,false,0.874,[$Code3Med],[ $Ambulance=1:],[dispatch($u4: $Ladder);]
0,180,5.74405266,5.74405266,false,false,0.527,[$Code3Med],[ $Ambulance=1:],[dispatch($u2: $Ambulance);]
0,181,7.8734285999999996,394.73684208,true,false,0.423,[$Code3Med],[ $Ambulance=1:],[dispatch($u1: $Command);]
0,182,0.67626318,0.67626318,false,false,0.594,[$Code3Med],[ $Ambulance=1:],[dispatch($u5: $Ambulance);]
0,183,1.5454737,1.5454737,false,false,0.631,[$Code3Med],[ $Ambulance=1:],[dispatch($u5: $Ambulance);]
0,184,1.6855263,1.6855263,false,false,0.597,[$Code3Med],[ $Ambulance=1:],[dispatch($u2: $Ambulance);]
0,185,26.5122,26.5122,false,false,1.303,[$Code3Med],[ $Ambulance=1:],[dispatch($u2: $Ambulance);]
0,186,9.10471428,9.10471428,false,false,0.492,[$Code3Med],[ $Ambulance=1:],[dispatch($u5: $Ambulance);]
0,187,7.63863156,7.63863156,false,false,0.639,[$Code3Med],[ $Ambulance=1:],[dispatch($u2: $Ambulance);]
0,188,7.53871428,394.73684208,true,false,0.494,[$StructureFire],[ $Engine=2: $Ladder=1: $Command=1:],[dispatch($u3: $Engine);: dispatch($u4: $Ladder);]
0,189,7.111421040000001,394.73684208,true,false,0.441,[$Code3Trauma],[ $Engine=1:],[dispatch($u1: $Command);]
0,190,3.2518420800000003,3.2518420800000003,false,false,0.503,[$Code3Med],[ $Ambulance=1:],[dispatch($u2: $Ambulance);]
0,191,4.855263180000001,4.855263180000001,false,false,0.605,[$Code3Trauma],[ $Engine=1:],[dispatch($u3: $Engine);]
0,192,4.2963157800000005,4.2963157800000005,false,false,0.625,[$Code1Medical],[ $Ambulance=1:],[dispatch($u2: $Ambulance);]
0,193,1.33010526,1.33010526,false,false,0.5,[$Fire],[ $Engine=1:],[dispatch($u3: $Engine);]
0,194,12.35715,394.73684208,true,false,0.489,[$Code3Trauma],[ $Engine=1:],[dispatch($u4: $Ladder);]
0,195,4.111894739999999,5.69084208,false,false,0.625,[$Other],[ $Engine=1: $Ambulance=1:],[dispatch($u3: $Engine);: dispatch($u5: $Ambulance);]
0,196,1.81026318,1.81026318,false,false,0.634,[$Transport],[ $Ambulance=1:],[dispatch($u5: $Ambulance);]
0,197,8.70214284,394.73684208,true,false,0.529,[$Code3Med],[ $Ambulance=1:],[dispatch($u3: $Engine);]
0,198,3.42284208,3.42284208,false,false,0.631,[$Code3Trauma],[ $Engine=1:],[dispatch($u3: $Engine);]
0,199,1.81026318,1.81026318,false,false,0.623,[$Transport],[ $Ambulance=1:],[dispatch($u5: $Ambulance);]
0,200,20.673000000000002,25.099919999999997,false,false,0.654,[$MVA],[ $Engine=1: $Ambulance=1:],[dispatch($u2: $Ambulance);: dispatch($u3: $Engine);]
0,201,6.99205266,394.73684208,true,false,0.519,[$MVA],[ $Engine=1: $Ambulance=1:],[dispatch($u1: $Command);]
0,202,1.77505266,1.77505266,false,false,0.568,[$Code3Med],[ $Ambulance=1:],[dispatch($u2: $Ambulance);]
0,203,4.64905266,394.73684208,true,false,0.498,[$StructureFire],[ $Engine=2: $Ladder=1: $Command=1:],[dispatch($u4: $Ladder);: dispatch($u5: $Ambulance);]
0,204,1.80489474,1.80489474,false,false,0.623,[$Code3Med],[ $Ambulance=1:],[dispatch($u2: $Ambulance);]
0,205,6.20621052,6.20621052,false,false,0.91,[$Code3Med],[ $Ambulance=1:],[dispatch($u2: $Ambulance);]
0,206,4.46084208,4.46084208,false,false,0.61,[$Code3Med],[ $Ambulance=1:],[dispatch($u2: $Ambulance);]
0,207,1.6013684400000001,1.6013684400000001,false,false,0.554,[$Code1Medical],[ $Ambulance=1:],[dispatch($u5: $Ambulance);]
0,208,1.1575263,2.7364737000000003,false,false,0.56,[$MVA],[ $Engine=1: $Ambulance=1:],[dispatch($u3: $Engine);: dispatch($u5: $Ambulance);]
0,209,2.7934737000000003,394.73684208,true,false,0.663,[$Code3Med],[ $Ambulance=1:],[dispatch($u1: $Command);]
